"age","gender","review","education","purchased"
57,"Male","Average","Bachelor's",1
48,"Other","Terrible","Bachelor's",0
59,"Male","Poor","High School",1
29,"Other","Average","Diploma",0
68,"Other","Terrible","Master's",0
49,"Male","Terrible","Master's",0
60,"Other","Average","Master's",0
67,"Other","Poor","PhD",1
59,"Male","Excellent","High School",0
31,"Male","Excellent","Master's",0
41,"Male","Excellent","High School",0
47,"Other","Excellent","PhD",1
37,"Other","Excellent","Bachelor's",1
18,"Other","Average","High School",0
32,"Male","Poor","Bachelor's",1
31,"Female","Excellent","PhD",0
52,"Male","Poor","Master's",0
54,"Male","Average","Bachelor's",1
55,"Male","Good","High School",0
43,"Other","Good","Bachelor's",1
39,"Other","Terrible","PhD",1
66,"Male","Terrible","PhD",1
68,"Other","Good","PhD",1
20,"Male","Average","Diploma",0
26,"Female","Poor","Master's",1
53,"Male","Terrible","PhD",1
64,"Female","Excellent","Master's",0
27,"Female","Poor","PhD",0
45,"Female","Excellent","Master's",1
63,"Male","Terrible","Diploma",0
40,"Female","Excellent","PhD",1
20,"Other","Poor","Diploma",1
61,"Female","Excellent","Master's",0
40,"Other","Poor","Diploma",0
46,"Male","Average","Master's",1
65,"Female","Poor","Bachelor's",1
39,"Other","Excellent","High School",0
65,"Other","Good","Bachelor's",0
63,"Other","Average","PhD",1
58,"Other","Excellent","PhD",1
35,"Male","Good","High School",0
57,"Other","Terrible","Diploma",0
54,"Other","Excellent","Bachelor's",1
41,"Male","Excellent","Diploma",0
36,"Other","Average","High School",0
56,"Male","Excellent","High School",0
58,"Female","Good","PhD",0
56,"Other","Terrible","Master's",1
57,"Other","Poor","Diploma",1
53,"Other","Excellent","PhD",1
70,"Other","Good","Bachelor's",1
65,"Female","Excellent","Master's",1
63,"Other","Terrible","Diploma",0
48,"Male","Terrible","Master's",1
63,"Male","Average","Bachelor's",1
69,"Female","Average","High School",1
36,"Male","Poor","High School",0
38,"Female","Average","Diploma",1
30,"Male","Excellent","Diploma",0
54,"Female","Poor","Master's",1
36,"Male","Average","Bachelor's",0
50,"Female","Poor","High School",1
27,"Female","Excellent","Diploma",0
29,"Female","Average","Master's",1
38,"Female","Average","PhD",0
33,"Other","Good","High School",1
29,"Other","Average","High School",1
39,"Male","Terrible","Master's",0
23,"Female","Poor","PhD",0
54,"Other","Excellent","PhD",1
47,"Other","Excellent","Diploma",0
41,"Male","Average","Bachelor's",0
20,"Other","Terrible","Master's",0
38,"Other","Excellent","Master's",0
42,"Male","Terrible","PhD",1
25,"Male","Poor","Master's",0
59,"Male","Poor","Diploma",0
40,"Female","Average","Master's",0
49,"Other","Good","Diploma",0
54,"Other","Good","High School",0
69,"Female","Excellent","Master's",1
35,"Female","Poor","High School",1
63,"Male","Excellent","Master's",0
29,"Female","Terrible","Master's",0
37,"Male","Excellent","PhD",0
36,"Male","Average","Diploma",0
27,"Female","Terrible","Master's",1
54,"Other","Poor","Bachelor's",1
49,"Other","Excellent","High School",1
60,"Other","Poor","Master's",0
25,"Other","Good","Bachelor's",0
57,"Female","Poor","Diploma",0
62,"Female","Terrible","Bachelor's",1
37,"Female","Good","Bachelor's",0
64,"Female","Poor","PhD",1
58,"Other","Poor","Diploma",0
50,"Male","Terrible","High School",0
65,"Male","Excellent","Bachelor's",1
44,"Male","Excellent","Master's",0
19,"Other","Poor","Diploma",1
50,"Male","Terrible","Bachelor's",0
52,"Other","Good","High School",1
46,"Other","Excellent","Bachelor's",0
59,"Male","Terrible","Master's",0
43,"Other","Good","Bachelor's",1
54,"Male","Poor","Bachelor's",1
49,"Male","Good","PhD",1
41,"Male","Terrible","Master's",0
26,"Female","Excellent","Master's",0
70,"Female","Poor","Master's",1
44,"Other","Terrible","Diploma",1
18,"Male","Good","Diploma",1
33,"Other","Excellent","Bachelor's",0
21,"Female","Poor","PhD",0
19,"Female","Good","Master's",1
25,"Other","Good","Diploma",1
69,"Male","Average","Bachelor's",1
56,"Male","Excellent","Bachelor's",0
46,"Other","Good","Bachelor's",0
30,"Female","Terrible","High School",0
54,"Male","Terrible","Diploma",1
30,"Other","Poor","PhD",0
43,"Female","Average","Bachelor's",0
22,"Other","Poor","Diploma",0
58,"Male","Average","Master's",1
47,"Female","Terrible","Diploma",1
21,"Other","Good","High School",0
50,"Male","Terrible","Diploma",0
39,"Other","Poor","Bachelor's",1
33,"Other","Good","Master's",0
18,"Other","Poor","Bachelor's",1
32,"Female","Average","PhD",0
40,"Male","Average","High School",1
65,"Other","Terrible","PhD",1
48,"Male","Average","High School",1
38,"Female","Good","Diploma",1
21,"Male","Good","Master's",0
49,"Female","Poor","Master's",0
57,"Other","Excellent","PhD",1
60,"Other","Poor","Bachelor's",1
48,"Other","Good","PhD",0
52,"Male","Excellent","High School",1
43,"Male","Excellent","Bachelor's",1
53,"Female","Good","Bachelor's",0
57,"Male","Excellent","Diploma",0
33,"Other","Excellent","Master's",0
54,"Other","Excellent","High School",1
54,"Male","Average","High School",1
21,"Male","Good","Bachelor's",1
22,"Other","Good","Master's",0
28,"Other","Excellent","High School",0
45,"Other","Terrible","High School",1
38,"Male","Excellent","Bachelor's",0
47,"Other","Excellent","High School",1
65,"Female","Terrible","Bachelor's",1
20,"Female","Good","Bachelor's",0
25,"Other","Poor","PhD",0
19,"Female","Excellent","High School",0
30,"Female","Terrible","Diploma",0
58,"Male","Terrible","High School",1
32,"Female","Terrible","High School",1
60,"Other","Average","PhD",0
22,"Female","Poor","High School",1
62,"Female","Good","Diploma",1
46,"Other","Average","High School",1
30,"Female","Poor","Master's",1
22,"Female","Excellent","High School",0
64,"Male","Poor","Master's",1
24,"Male","Excellent","Bachelor's",0
38,"Other","Excellent","Diploma",0
53,"Male","Poor","Diploma",1
59,"Female","Good","PhD",0
25,"Male","Average","PhD",1
66,"Other","Average","Diploma",0
70,"Male","Poor","PhD",1
41,"Other","Terrible","Bachelor's",0
44,"Male","Good","Master's",0
50,"Other","Excellent","Diploma",0
42,"Male","Good","Diploma",1
35,"Other","Poor","Bachelor's",0
22,"Other","Poor","Bachelor's",1
57,"Other","Poor","Master's",0
55,"Female","Good","PhD",1
39,"Female","Poor","PhD",0
67,"Other","Poor","Bachelor's",0
44,"Female","Terrible","PhD",0
39,"Female","Good","Bachelor's",0
40,"Male","Terrible","Bachelor's",1
31,"Female","Average","Diploma",1
66,"Male","Good","PhD",1
21,"Other","Poor","Master's",1
30,"Other","Excellent","High School",0
18,"Female","Average","Master's",0
58,"Male","Average","PhD",1
21,"Male","Excellent","PhD",1
35,"Male","Average","Bachelor's",1
59,"Female","Terrible","High School",0
62,"Female","Good","Master's",1
57,"Other","Average","Diploma",0
55,"Other","Excellent","Diploma",1
67,"Male","Average","Diploma",0
57,"Other","Good","Diploma",0
69,"Other","Average","Master's",0
48,"Other","Average","Master's",0
57,"Other","Terrible","Bachelor's",1
59,"Female","Average","PhD",1
22,"Male","Average","Master's",0
40,"Other","Excellent","Master's",0
26,"Male","Excellent","Diploma",1
42,"Male","Terrible","Bachelor's",0
37,"Other","Terrible","PhD",0
36,"Male","Average","Diploma",0
19,"Male","Good","Master's",1
68,"Female","Good","Bachelor's",0
30,"Female","Good","PhD",0
24,"Male","Good","Diploma",1
38,"Male","Good","Master's",1
49,"Male","Average","PhD",0
35,"Other","Excellent","Diploma",0
46,"Female","Excellent","PhD",0
40,"Female","Good","High School",0
43,"Male","Excellent","PhD",0
60,"Female","Average","PhD",1
47,"Other","Excellent","PhD",1
51,"Male","Poor","PhD",1
67,"Female","Average","PhD",0
50,"Female","Terrible","Master's",0
58,"Other","Average","Diploma",1
33,"Other","Excellent","Bachelor's",1
25,"Male","Terrible","Master's",1
47,"Female","Excellent","Diploma",1
18,"Female","Good","High School",1
40,"Other","Poor","Bachelor's",1
26,"Female","Average","Bachelor's",1
38,"Other","Poor","Master's",0
57,"Female","Good","High School",1
36,"Other","Good","Diploma",1
68,"Other","Excellent","Master's",1
37,"Other","Average","High School",1
66,"Other","Average","Bachelor's",1
33,"Female","Good","Master's",1
45,"Male","Average","Master's",1
56,"Female","Excellent","Diploma",1
44,"Male","Poor","PhD",1
56,"Male","Average","High School",1
61,"Other","Excellent","PhD",1
43,"Male","Terrible","High School",0
50,"Male","Average","Master's",1
26,"Other","Good","Bachelor's",1
21,"Female","Good","PhD",0
35,"Male","Poor","High School",0
36,"Male","Excellent","PhD",1
51,"Male","Good","High School",1
51,"Other","Average","Diploma",1
22,"Male","Excellent","PhD",0
36,"Male","Terrible","Master's",1
68,"Male","Terrible","High School",1
44,"Female","Good","Diploma",1
22,"Male","Excellent","Diploma",1
65,"Female","Good","PhD",0
18,"Male","Good","Master's",1
29,"Male","Terrible","Bachelor's",0
66,"Male","Excellent","High School",1
38,"Other","Excellent","Diploma",0
19,"Other","Poor","Bachelor's",0
57,"Other","Poor","Bachelor's",0
44,"Male","Poor","Bachelor's",0
59,"Other","Poor","Diploma",0
20,"Male","Average","Master's",0
27,"Other","Excellent","Bachelor's",1
22,"Other","Terrible","High School",0
60,"Male","Poor","Bachelor's",0
54,"Female","Good","Diploma",1
38,"Male","Poor","PhD",0
60,"Male","Good","Diploma",1
68,"Female","Poor","PhD",0
69,"Male","Poor","PhD",0
68,"Other","Excellent","Bachelor's",0
40,"Female","Average","Diploma",1
58,"Other","Poor","PhD",1
26,"Male","Average","Master's",0
40,"Female","Poor","Diploma",1
55,"Female","Terrible","Bachelor's",0
57,"Other","Poor","PhD",1
34,"Other","Excellent","Diploma",0
28,"Other","Terrible","Diploma",0
37,"Female","Terrible","Bachelor's",0
53,"Other","Excellent","Diploma",0
31,"Other","Good","PhD",1
37,"Male","Average","Diploma",1
32,"Female","Excellent","Bachelor's",0
39,"Other","Terrible","High School",0
48,"Male","Poor","Bachelor's",1
52,"Other","Good","Bachelor's",1
70,"Female","Poor","Master's",0
68,"Other","Average","Diploma",0
61,"Female","Poor","PhD",0
36,"Female","Terrible","PhD",1
46,"Female","Average","Master's",0
23,"Male","Average","Master's",0
70,"Other","Excellent","Bachelor's",1
44,"Female","Excellent","PhD",1
23,"Female","Average","Diploma",0
58,"Female","Excellent","High School",0
33,"Male","Terrible","Bachelor's",0
28,"Male","Poor","High School",1
20,"Female","Excellent","Master's",1
41,"Other","Poor","Master's",0
69,"Female","Good","Master's",0
48,"Other","Terrible","Bachelor's",1
48,"Male","Terrible","Diploma",0
52,"Other","Excellent","High School",0
60,"Male","Excellent","Bachelor's",1
20,"Other","Terrible","High School",0
27,"Female","Average","High School",0
23,"Other","Good","PhD",1
58,"Other","Excellent","Master's",0
35,"Female","Terrible","Diploma",1
24,"Other","Excellent","PhD",1
47,"Female","Excellent","PhD",0
22,"Female","Good","Bachelor's",1
44,"Female","Excellent","High School",1
46,"Male","Good","Diploma",0
41,"Other","Terrible","Master's",1
68,"Male","Poor","PhD",0
55,"Male","Good","High School",1
18,"Male","Good","PhD",1
20,"Other","Terrible","PhD",1
70,"Female","Excellent","PhD",1
40,"Female","Poor","Diploma",0
33,"Male","Average","Bachelor's",1
47,"Female","Poor","Diploma",1
47,"Male","Good","High School",1
27,"Male","Average","High School",0
62,"Other","Poor","Bachelor's",0
26,"Other","Average","Bachelor's",0
63,"Other","Excellent","High School",0
41,"Other","Poor","High School",1
24,"Other","Average","Bachelor's",1
48,"Other","Terrible","Diploma",0
44,"Female","Excellent","Master's",0
70,"Other","Terrible","Diploma",1
64,"Male","Average","High School",0
33,"Female","Excellent","PhD",0
50,"Male","Terrible","Master's",0
23,"Female","Excellent","Diploma",0
49,"Female","Poor","Bachelor's",1
44,"Female","Good","PhD",0
64,"Other","Excellent","Master's",0
57,"Female","Poor","High School",0
33,"Male","Terrible","Bachelor's",1
40,"Other","Poor","PhD",1
61,"Female","Poor","Diploma",1
67,"Female","Excellent","Diploma",0
37,"Male","Excellent","High School",1
62,"Other","Good","High School",0
25,"Male","Excellent","Bachelor's",1
22,"Male","Good","Bachelor's",0
28,"Other","Terrible","Bachelor's",0
67,"Other","Terrible","Diploma",1
69,"Other","Average","PhD",0
56,"Male","Good","High School",0
70,"Other","Good","PhD",0
18,"Male","Average","High School",1
33,"Female","Terrible","PhD",1
22,"Male","Good","PhD",0
26,"Other","Excellent","Bachelor's",1
34,"Female","Excellent","PhD",1
50,"Female","Poor","Bachelor's",1
58,"Other","Terrible","Bachelor's",1
33,"Other","Poor","PhD",0
39,"Other","Excellent","Master's",0
63,"Male","Good","High School",1
68,"Other","Average","Master's",0
29,"Female","Poor","Master's",0
69,"Other","Average","High School",1
69,"Male","Poor","Diploma",0
40,"Male","Poor","High School",1
53,"Other","Good","Bachelor's",1
22,"Male","Excellent","Diploma",1
37,"Female","Terrible","Diploma",1
35,"Female","Average","High School",1
45,"Male","Poor","Diploma",0
45,"Male","Average","High School",0
33,"Other","Excellent","Diploma",1
37,"Female","Poor","High School",0
32,"Female","Good","Bachelor's",0
58,"Male","Poor","High School",1
60,"Female","Terrible","Bachelor's",0
60,"Female","Good","Diploma",0
45,"Other","Average","High School",0
69,"Male","Terrible","High School",1
36,"Male","Excellent","Diploma",0
22,"Female","Good","Bachelor's",0
38,"Female","Poor","PhD",1
61,"Female","Terrible","Diploma",0
49,"Other","Terrible","Diploma",1
33,"Male","Good","Master's",0
31,"Male","Terrible","PhD",0
56,"Male","Terrible","PhD",1
31,"Other","Excellent","High School",0
38,"Other","Poor","Diploma",0
35,"Female","Poor","Diploma",0
31,"Male","Terrible","High School",1
57,"Male","Terrible","High School",1
63,"Other","Terrible","PhD",1
55,"Other","Excellent","Diploma",0
25,"Male","Average","PhD",0
46,"Male","Good","Master's",1
20,"Male","Poor","Master's",0
58,"Female","Terrible","Bachelor's",1
56,"Other","Terrible","High School",0
58,"Male","Excellent","Diploma",0
35,"Female","Poor","Bachelor's",1
44,"Other","Good","Diploma",0
46,"Male","Poor","Master's",0
55,"Other","Good","Master's",0
47,"Female","Terrible","Master's",0
66,"Female","Poor","High School",1
47,"Female","Good","Bachelor's",0
39,"Male","Poor","Bachelor's",1
52,"Other","Good","High School",0
35,"Female","Excellent","Diploma",0
28,"Other","Terrible","High School",1
38,"Female","Good","Diploma",0
38,"Other","Good","High School",0
36,"Male","Good","Bachelor's",0
36,"Other","Good","Master's",1
39,"Female","Poor","Diploma",0
67,"Female","Average","Diploma",0
19,"Female","Poor","Master's",0
46,"Other","Excellent","Bachelor's",0
25,"Male","Terrible","Master's",0
33,"Female","Average","Master's",1
64,"Male","Poor","PhD",1
66,"Other","Excellent","PhD",0
48,"Other","Average","Master's",1
55,"Male","Average","PhD",1
37,"Male","Excellent","Diploma",1
38,"Male","Terrible","PhD",0
33,"Other","Excellent","Bachelor's",0
69,"Female","Terrible","High School",0
32,"Other","Poor","PhD",1
40,"Male","Poor","PhD",0
43,"Female","Average","High School",1
70,"Male","Terrible","Bachelor's",0
57,"Female","Good","Master's",1
68,"Other","Terrible","Diploma",1
27,"Male","Poor","PhD",1
70,"Female","Average","PhD",1
58,"Male","Average","High School",0
30,"Female","Good","Diploma",0
56,"Male","Terrible","PhD",0
70,"Male","Good","PhD",1
63,"Female","Terrible","Diploma",1
40,"Female","Poor","High School",1
35,"Other","Excellent","Diploma",1
64,"Female","Terrible","Bachelor's",1
63,"Male","Average","Master's",0
18,"Other","Excellent","PhD",0
24,"Female","Average","High School",1
59,"Other","Good","PhD",1
62,"Other","Good","High School",0
31,"Male","Excellent","Bachelor's",1
29,"Female","Good","Master's",0
45,"Male","Terrible","High School",1
69,"Male","Poor","High School",1
59,"Other","Excellent","Diploma",0
42,"Male","Good","Bachelor's",0
50,"Other","Terrible","High School",0
51,"Male","Poor","Bachelor's",1
36,"Female","Average","Master's",0
68,"Male","Terrible","Diploma",0
58,"Female","Excellent","Bachelor's",1
62,"Female","Excellent","PhD",0
59,"Male","Excellent","Diploma",0
27,"Male","Good","High School",0
54,"Female","Excellent","Bachelor's",0
42,"Male","Poor","Bachelor's",1
25,"Male","Terrible","Bachelor's",0
66,"Other","Poor","Master's",0
34,"Female","Good","Diploma",1
21,"Female","Average","High School",0
33,"Other","Poor","Bachelor's",0
28,"Male","Average","Diploma",1
42,"Male","Excellent","High School",1
53,"Female","Excellent","Diploma",1
35,"Other","Good","High School",0
19,"Male","Poor","Master's",0
41,"Other","Average","PhD",0
45,"Other","Poor","Master's",0
21,"Other","Average","Master's",1
68,"Other","Good","Bachelor's",1
41,"Male","Terrible","Master's",0
46,"Other","Average","High School",0
23,"Other","Average","Diploma",0
70,"Male","Good","High School",0
58,"Male","Excellent","Master's",0
38,"Female","Good","High School",1
49,"Female","Average","PhD",1
65,"Male","Good","Bachelor's",0
63,"Other","Average","Master's",1
46,"Female","Poor","Diploma",1
59,"Female","Good","Bachelor's",0
24,"Female","Average","Bachelor's",0
28,"Female","Poor","Bachelor's",0
60,"Female","Excellent","Diploma",0
56,"Female","Poor","Master's",0
56,"Other","Poor","High School",1
66,"Other","Terrible","Bachelor's",1
34,"Female","Average","High School",1
